alert_id,cse,created_at,severity,closure_minutes,escalated,asset
230,CSE_Bank_B,2026-01-03T18:00:00,High,80,False,asset_24
231,CSE_Bank_B,2026-05-08T09:00:00,High,265,True,asset_12
232,CSE_Bank_B,2026-02-26T20:00:00,Low,286,False,asset_22
233,CSE_Bank_B,2026-07-13T23:00:00,High,170,True,asset_29
234,CSE_Bank_B,2026-06-10T20:00:00,Low,481,False,asset_2
235,CSE_Bank_B,2026-05-29T11:00:00,High,122,False,asset_11
236,CSE_Bank_B,2026-07-11T13:00:00,Low,165,False,asset_26
237,CSE_Bank_B,2026-05-19T11:00:00,Medium,309,False,asset_27
238,CSE_Bank_B,2026-02-12T08:00:00,Critical,523,False,asset_10
239,CSE_Bank_B,2026-07-11T10:00:00,High,509,False,asset_5
240,CSE_Bank_B,2026-07-13T07:00:00,High,436,False,asset_26
241,CSE_Bank_B,2026-05-23T11:00:00,Low,434,False,asset_1
242,CSE_Bank_B,2026-03-09T17:00:00,Low,407,False,asset_22
243,CSE_Bank_B,2026-07-11T21:00:00,Low,420,False,asset_27
244,CSE_Bank_B,2026-06-13T11:00:00,Low,269,False,asset_16
245,CSE_Bank_B,2026-01-07T19:00:00,High,365,False,asset_8
246,CSE_Bank_B,2026-06-15T02:00:00,Medium,505,False,asset_30
247,CSE_Bank_B,2026-06-29T09:00:00,Medium,149,False,asset_5
248,CSE_Bank_B,2026-01-12T01:00:00,Low,534,False,asset_4
249,CSE_Bank_B,2026-01-25T07:00:00,High,168,True,asset_12
250,CSE_Bank_B,2026-06-21T23:00:00,Medium,583,False,asset_14
251,CSE_Bank_B,2026-05-31T23:00:00,High,454,True,asset_27
252,CSE_Bank_B,2026-05-06T19:00:00,Medium,316,False,asset_2
253,CSE_Bank_B,2026-06-26T11:00:00,Low,485,False,asset_8
254,CSE_Bank_B,2026-08-07T11:00:00,Low,406,False,asset_18
255,CSE_Bank_B,2026-08-19T20:00:00,Low,437,False,asset_9
256,CSE_Bank_B,2026-02-18T03:00:00,Critical,495,True,asset_7
257,CSE_Bank_B,2026-06-14T20:00:00,Medium,51,False,asset_2
258,CSE_Bank_B,2026-07-21T10:00:00,Low,158,False,asset_26
259,CSE_Bank_B,2026-05-25T06:00:00,Low,597,False,asset_7
260,CSE_Bank_B,2026-05-31T06:00:00,High,268,True,asset_5
261,CSE_Bank_B,2026-07-21T19:00:00,Low,178,False,asset_5
262,CSE_Bank_B,2026-05-19T08:00:00,High,142,True,asset_1
263,CSE_Bank_B,2026-02-03T00:00:00,Low,273,False,asset_19
264,CSE_Bank_B,2026-03-24T00:00:00,Low,83,False,asset_5
265,CSE_Bank_B,2026-07-09T13:00:00,Medium,95,False,asset_16
266,CSE_Bank_B,2026-04-25T11:00:00,Medium,141,False,asset_15
267,CSE_Bank_B,2026-05-09T07:00:00,Critical,74,True,asset_30
268,CSE_Bank_B,2026-08-10T21:00:00,Medium,499,False,asset_21
269,CSE_Bank_B,2026-01-08T01:00:00,Critical,441,True,asset_4
270,CSE_Bank_B,2026-05-06T22:00:00,Critical,105,False,asset_11
271,CSE_Bank_B,2026-06-05T04:00:00,Low,311,False,asset_20
272,CSE_Bank_B,2026-06-12T18:00:00,Medium,362,False,asset_13
273,CSE_Bank_B,2026-06-02T16:00:00,Low,547,False,asset_20
274,CSE_Bank_B,2026-04-21T03:00:00,High,147,False,asset_21
275,CSE_Bank_B,2026-08-13T17:00:00,High,250,True,asset_29
276,CSE_Bank_B,2026-02-28T13:00:00,Low,494,False,asset_13
277,CSE_Bank_B,2026-04-17T23:00:00,Low,467,False,asset_11
278,CSE_Bank_B,2026-06-20T08:00:00,Low,186,False,asset_22
279,CSE_Bank_B,2026-08-25T15:00:00,Low,117,False,asset_3
280,CSE_Bank_B,2026-04-21T03:00:00,High,411,False,asset_18
281,CSE_Bank_B,2026-01-16T18:00:00,Critical,367,True,asset_14
282,CSE_Bank_B,2026-04-01T21:00:00,Critical,463,False,asset_24
283,CSE_Bank_B,2026-01-14T09:00:00,Medium,390,False,asset_4
284,CSE_Bank_B,2026-05-28T16:00:00,Low,523,False,asset_8
285,CSE_Bank_B,2026-08-05T03:00:00,Low,599,False,asset_12
286,CSE_Bank_B,2026-01-30T08:00:00,Medium,469,False,asset_28
287,CSE_Bank_B,2026-05-24T19:00:00,Medium,600,False,asset_1
288,CSE_Bank_B,2026-06-05T21:00:00,High,303,True,asset_9
289,CSE_Bank_B,2026-06-29T09:00:00,Critical,389,True,asset_28
290,CSE_Bank_B,2026-02-06T18:00:00,Medium,101,False,asset_5
291,CSE_Bank_B,2026-07-09T20:00:00,Critical,123,True,asset_7
292,CSE_Bank_B,2026-04-07T13:00:00,Medium,191,False,asset_12
293,CSE_Bank_B,2026-03-21T23:00:00,Low,116,False,asset_29
294,CSE_Bank_B,2026-01-14T04:00:00,Low,80,False,asset_22
295,CSE_Bank_B,2026-01-21T08:00:00,Medium,464,False,asset_16
296,CSE_Bank_B,2026-06-05T14:00:00,Medium,250,False,asset_25
297,CSE_Bank_B,2026-05-12T03:00:00,Low,143,False,asset_10
298,CSE_Bank_B,2026-06-23T21:00:00,Medium,569,False,asset_22
299,CSE_Bank_B,2026-03-20T01:00:00,Low,86,False,asset_1
300,CSE_Bank_B,2026-02-22T09:00:00,Critical,170,False,asset_10
301,CSE_Bank_B,2026-03-25T03:00:00,Low,470,False,asset_6
302,CSE_Bank_B,2026-02-03T12:00:00,Medium,265,False,asset_17
303,CSE_Bank_B,2026-05-24T21:00:00,High,103,True,asset_24
304,CSE_Bank_B,2026-01-11T13:00:00,Low,109,False,asset_28
305,CSE_Bank_B,2026-03-22T18:00:00,Medium,444,False,asset_23
306,CSE_Bank_B,2026-06-13T13:00:00,Low,444,False,asset_1
307,CSE_Bank_B,2026-03-25T05:00:00,High,501,False,asset_30
308,CSE_Bank_B,2026-04-03T02:00:00,Medium,138,False,asset_8
309,CSE_Bank_B,2026-04-22T18:00:00,Medium,110,False,asset_13
310,CSE_Bank_B,2026-08-11T09:00:00,High,256,True,asset_6
311,CSE_Bank_B,2026-01-20T16:00:00,Medium,573,False,asset_17
312,CSE_Bank_B,2026-02-19T11:00:00,Low,181,False,asset_8
313,CSE_Bank_B,2026-01-27T04:00:00,Low,207,False,asset_20
314,CSE_Bank_B,2026-02-09T20:00:00,Low,535,False,asset_15
315,CSE_Bank_B,2026-07-13T18:00:00,High,489,True,asset_29
316,CSE_Bank_B,2026-05-25T20:00:00,Medium,360,False,asset_28
317,CSE_Bank_B,2026-06-10T10:00:00,Low,99,False,asset_16
318,CSE_Bank_B,2026-04-24T20:00:00,Low,311,False,asset_19
319,CSE_Bank_B,2026-01-15T11:00:00,Medium,347,False,asset_15
320,CSE_Bank_B,2026-04-26T01:00:00,Low,323,False,asset_3
321,CSE_Bank_B,2026-06-15T02:00:00,Medium,549,False,asset_13
322,CSE_Bank_B,2026-04-29T18:00:00,Medium,72,False,asset_15
323,CSE_Bank_B,2026-08-21T18:00:00,Medium,359,False,asset_20
324,CSE_Bank_B,2026-05-02T16:00:00,Low,93,False,asset_15
325,CSE_Bank_B,2026-01-27T10:00:00,Critical,116,True,asset_6
326,CSE_Bank_B,2026-01-11T07:00:00,High,479,True,asset_20
327,CSE_Bank_B,2026-02-10T11:00:00,Low,319,False,asset_13
328,CSE_Bank_B,2026-04-15T10:00:00,Medium,83,False,asset_26
329,CSE_Bank_B,2026-06-11T20:00:00,Low,367,False,asset_4
330,CSE_Bank_B,2026-05-23T21:00:00,Low,288,False,asset_24
331,CSE_Bank_B,2026-08-07T21:00:00,Critical,183,True,asset_19
332,CSE_Bank_B,2026-06-19T04:00:00,Critical,347,False,asset_23
333,CSE_Bank_B,2026-06-19T12:00:00,Low,116,False,asset_10
334,CSE_Bank_B,2026-05-24T12:00:00,Medium,366,False,asset_27
335,CSE_Bank_B,2026-02-02T21:00:00,High,569,True,asset_22
336,CSE_Bank_B,2026-04-19T16:00:00,Low,401,False,asset_10
337,CSE_Bank_B,2026-02-16T06:00:00,Low,527,False,asset_7
338,CSE_Bank_B,2026-02-27T04:00:00,Low,332,False,asset_28
339,CSE_Bank_B,2026-07-21T03:00:00,Medium,582,False,asset_27
340,CSE_Bank_B,2026-07-09T16:00:00,Low,374,False,asset_29
341,CSE_Bank_B,2026-07-16T19:00:00,Low,415,False,asset_5
342,CSE_Bank_B,2026-02-11T05:00:00,High,199,True,asset_2
343,CSE_Bank_B,2026-04-16T11:00:00,Medium,273,False,asset_15
344,CSE_Bank_B,2026-06-06T09:00:00,High,489,True,asset_8
345,CSE_Bank_B,2026-03-21T15:00:00,Critical,228,True,asset_19
346,CSE_Bank_B,2026-04-23T14:00:00,High,421,True,asset_14
347,CSE_Bank_B,2026-02-11T06:00:00,High,171,False,asset_2
348,CSE_Bank_B,2026-06-14T15:00:00,High,597,False,asset_23
349,CSE_Bank_B,2026-08-05T16:00:00,High,321,True,asset_6
350,CSE_Bank_B,2026-03-11T14:00:00,Critical,180,False,asset_3
351,CSE_Bank_B,2026-08-22T07:00:00,High,387,False,asset_14
352,CSE_Bank_B,2026-01-14T12:00:00,Medium,271,False,asset_13
353,CSE_Bank_B,2026-01-21T11:00:00,Low,356,False,asset_30
354,CSE_Bank_B,2026-01-26T22:00:00,Medium,179,False,asset_5
355,CSE_Bank_B,2026-01-10T09:00:00,Critical,513,True,asset_5
356,CSE_Bank_B,2026-07-14T22:00:00,Medium,35,False,asset_29
357,CSE_Bank_B,2026-01-21T00:00:00,Low,183,False,asset_18
358,CSE_Bank_B,2026-08-29T23:00:00,Medium,463,False,asset_4
359,CSE_Bank_B,2026-07-18T09:00:00,Low,154,False,asset_2
360,CSE_Bank_B,2026-03-03T13:00:00,Medium,498,False,asset_3
361,CSE_Bank_B,2026-01-29T15:00:00,Medium,46,False,asset_21
362,CSE_Bank_B,2026-05-12T18:00:00,Low,177,False,asset_10
363,CSE_Bank_B,2026-04-20T00:00:00,Medium,276,False,asset_19
364,CSE_Bank_B,2026-04-17T05:00:00,Medium,117,False,asset_17
365,CSE_Bank_B,2026-04-03T02:00:00,Critical,587,True,asset_17
366,CSE_Bank_B,2026-05-22T00:00:00,Low,511,False,asset_2
367,CSE_Bank_B,2026-06-12T12:00:00,Critical,289,True,asset_12
368,CSE_Bank_B,2026-07-21T02:00:00,Low,136,False,asset_25
369,CSE_Bank_B,2026-05-29T23:00:00,High,166,True,asset_18
370,CSE_Bank_B,2026-03-28T20:00:00,Low,505,False,asset_23
371,CSE_Bank_B,2026-05-03T20:00:00,Low,168,False,asset_3
372,CSE_Bank_B,2026-07-03T14:00:00,Low,236,False,asset_2
373,CSE_Bank_B,2026-07-22T06:00:00,High,353,False,asset_17
374,CSE_Bank_B,2026-04-12T17:00:00,Medium,67,False,asset_25
375,CSE_Bank_B,2026-06-15T06:00:00,Low,78,False,asset_28
376,CSE_Bank_B,2026-06-17T10:00:00,Low,406,False,asset_14
377,CSE_Bank_B,2026-08-16T12:00:00,High,425,True,asset_6
378,CSE_Bank_B,2026-05-08T22:00:00,Medium,561,False,asset_9
379,CSE_Bank_B,2026-07-25T02:00:00,High,110,True,asset_27
